"Id","category","white","red","black","pink","beige","blue","grey","purple","yellow","brown","check","stripe","skirt","pants","shorts"
"b253","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b254","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b255","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b256","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b257","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b258","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b259","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b260","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b261","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b262","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b263","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b264","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b265","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b266","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b267","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b268","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b269","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b270","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b271","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b272","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b273","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b274","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b275","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b276","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b277","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b278","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b279","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b280","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b281","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b282","[‘stripe', 'shorts’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"b283","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b284","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b285","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b286","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b287","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b288","[‘purple', 'pants’]",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"b289","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b290","[‘red', 'skirt’]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"b291","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b292","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b293","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b294","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b295","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b296","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b297","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b298","[‘red', 'skirt’]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"b299","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b300","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b301","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b302","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b303","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b304","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b305","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b306","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b307","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b308","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b309","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b310","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b311","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b312","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b313","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b314","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b315","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b316","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b317","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b318","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b319","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b320","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b321","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b322","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b323","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b324","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b325","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b326","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b327","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b328","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b329","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b330","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b331","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b332","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b333","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b334","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b335","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b336","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b337","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b338","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b339","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b340","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b341","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b342","[‘check', 'skirt’]",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"b343","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b344","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b345","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b346","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b347","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b348","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b349","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b350","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b351","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b352","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b353","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b354","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b355","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b356","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b357","[‘yellow', 'pants’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"b358","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b359","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b360","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b361","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b362","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b363","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b364","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b365","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b366","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b367","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b368","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b369","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b370","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b371","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b372","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b373","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b374","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b375","[‘white', 'skirt’]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b376","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b377","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b378","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b379","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b380","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b381","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b382","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b383","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b384","[‘yellow', 'pants’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"b385","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b386","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b387","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b388","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b389","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b390","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b391","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b392","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b393","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b394","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b395","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b396","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b397","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b398","[‘stripe', 'shorts’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"b399","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b400","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b401","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b402","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b403","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b404","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b405","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b406","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b407","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b408","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b409","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b410","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b411","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b412","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b413","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b414","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b415","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b416","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b417","[‘check', 'pants’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"b418","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b419","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b420","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b421","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b422","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b423","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b424","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b425","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b426","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b427","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b428","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b429","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b430","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b431","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b432","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b433","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b434","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b435","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b436","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b437","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b438","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b439","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b440","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b441","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b442","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b443","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b444","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b445","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b446","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b447","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b448","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b449","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b450","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b451","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b452","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b453","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b454","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b455","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b456","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b457","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b458","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b459","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b460","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b461","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b462","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b463","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b464","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b465","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b466","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b467","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b468","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b469","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b470","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b471","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b472","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b473","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b474","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b475","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b476","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b477","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b478","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b479","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b480","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b481","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b482","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b483","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b484","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b485","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b486","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b487","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b488","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b489","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b490","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b491","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b492","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b493","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
